4.0,144.0,28.6445,0.0533,383.5667,0.0395,3.4849,163.0,234.0,220.2539
4.0,94.0,17.5625,0.0357,212.0,0.0617,3.1088,186.0,234.0,226.668
4.0,61.0,10.457,0.0166,46.9792,0.1185,2.4576,198.0,234.0,230.6445
5.0,97.0,21.7852,0.0391,227.6583,0.0538,3.2015,191.0,235.0,225.25
7.0,153.0,48.3359,0.0769,732.0042,0.0291,3.7615,161.0,237.0,211.332
7.0,157.0,82.5742,0.0933,894.1209,0.0224,3.9413,158.0,236.0,190.6445
6.0,125.0,30.8516,0.0521,345.225,0.0393,3.4754,172.0,237.0,222.2344
6.0,64.0,15.7305,0.0249,89.2917,0.0808,2.8185,213.0,237.0,231.6563
7.0,52.0,20.4023,0.0317,116.7208,0.0561,3.0741,210.0,236.0,227.7109
7.0,84.0,18.8906,0.0326,173.2833,0.0695,3.0419,195.0,236.0,227.168
9.0,106.0,34.4063,0.057,356.3791,0.0333,3.5622,182.0,235.0,219.6797
10.0,150.0,56.3711,0.0721,547.4083,0.0282,3.7506,161.0,236.0,207.9805
15.0,140.0,60.5469,0.0692,496.1917,0.0295,3.6945,163.0,231.0,205.1367
4.0,168.0,47.4375,0.0855,948.3625,0.031,3.814,152.0,237.0,206.0938
4.0,157.0,61.0078,0.0869,885.1249,0.0246,3.9049,155.0,238.0,200.3516
5.0,224.0,97.0195,0.0839,798.946,0.0249,3.8629,153.0,239.0,188.3047
4.0,161.0,43.8945,0.071,679.4,0.0315,3.7563,153.0,239.0,214.5625
4.0,182.0,64.0859,0.0945,919.7751,0.0215,3.9708,151.0,238.0,200.8906
4.0,182.0,56.2305,0.0478,249.175,0.0395,3.4054,65.0,238.0,197.207
5.0,152.0,43.4297,0.0569,576.2334,0.0491,3.4366,127.0,238.0,210.2188
13.0,168.0,77.4258,0.0474,253.6792,0.0395,3.4025,55.0,217.0,146.25
6.0,164.0,78.375,0.061,405.325,0.031,3.6235,131.0,236.0,180.3594
4.0,162.0,45.5078,0.0765,767.7626,0.031,3.7926,151.0,238.0,208.9531
4.0,190.0,37.6953,0.0549,575.3,0.1141,3.1594,153.0,240.0,219.4688
4.0,189.0,46.25,0.0591,718.1918,0.1233,3.1235,151.0,239.0,215.3125
19.0,179.0,91.793,0.0972,1048.275,0.0227,3.9663,153.0,228.0,184.6328
5.0,169.0,60.9102,0.0964,1006.0501,0.022,3.9976,155.0,237.0,202.3008
7.0,179.0,63.7422,0.1006,1071.4249,0.0211,4.0339,154.0,236.0,200.0625
7.0,177.0,74.5078,0.0951,1087.2251,0.0241,3.9288,152.0,233.0,194.1328
12.0,183.0,99.9375,0.0839,737.5167,0.0235,3.8807,152.0,228.0,178.8555
7.0,189.0,80.5117,0.0771,648.3583,0.0268,3.7921,153.0,235.0,189.6445
13.0,189.0,104.625,0.0963,929.8791,0.0231,3.9346,151.0,227.0,177.1563
9.0,179.0,95.3164,0.0925,831.4083,0.024,3.8765,153.0,232.0,183.6719
5.0,147.0,45.4648,0.0721,597.7458,0.0284,3.7547,157.0,237.0,211.5039
5.0,94.0,20.5938,0.0441,248.35,0.0483,3.2979,186.0,236.0,225.125
6.0,125.0,40.3828,0.0722,564.6875,0.0283,3.7342,172.0,235.0,214.4922
11.0,136.0,60.6641,0.09,851.3667,0.0238,3.9051,170.0,235.0,206.6172
7.0,174.0,45.5234,0.0802,732.45,0.0264,3.8021,159.0,236.0,215.5273
5.0,116.0,17.6602,0.0332,263.2917,0.1148,2.812,176.0,238.0,230.2891
5.0,70.0,12.2969,0.0186,69.525,0.1573,2.4648,200.0,239.0,233.5234
5.0,118.0,35.6602,0.0539,355.0542,0.0385,3.5045,174.0,237.0,219.3516
10.0,118.0,42.5859,0.0582,403.9167,0.0355,3.551,174.0,233.0,214.8086
12.0,157.0,61.1992,0.0746,547.9626,0.0298,3.6918,161.0,233.0,203.5313
9.0,159.0,45.0156,0.0653,466.8917,0.0305,3.6761,160.0,235.0,214.3672
14.0,163.0,64.5586,0.0785,637.1417,0.0283,3.7834,158.0,233.0,203.5117
7.0,166.0,72.0156,0.1129,1359.3418,0.0212,4.0516,159.0,237.0,196.4023
12.0,158.0,78.293,0.0853,780.3292,0.0257,3.8475,157.0,233.0,189.5586
35.0,198.0,101.1094,0.0712,524.2876,0.0272,3.723,155.0,215.0,180.1602
39.0,195.0,131.2539,0.069,469.7583,0.0276,3.6791,153.0,214.0,165.8008
4.0,179.0,62.2539,0.0854,905.2333,0.0265,3.8757,153.0,238.0,204.3789
4.0,213.0,119.9648,0.0745,618.7792,0.0281,3.7773,45.0,239.0,163.9141
35.0,221.0,136.0742,0.0841,725.5333,0.0261,3.8019,65.0,220.0,157.1016
58.0,217.0,142.4961,0.0569,351.4125,0.0334,3.548,6.0,162.0,80.3164
37.0,165.0,118.75,0.0403,172.4625,0.0475,3.2474,78.0,186.0,130.7383
5.0,150.0,62.0859,0.0404,183.8167,0.0485,3.2203,139.0,238.0,193.7813
4.0,93.0,19.9805,0.0235,93.7375,0.1048,2.722,184.0,239.0,228.0781
4.0,182.0,43.3984,0.0539,397.3417,0.0434,3.4657,153.0,238.0,214.7773
14.0,189.0,95.8477,0.1037,1176.8668,0.0197,4.0637,154.0,233.0,183.1172
11.0,180.0,79.3711,0.0825,668.7709,0.0242,3.8326,152.0,230.0,189.2305
5.0,169.0,45.2383,0.075,799.4958,0.0332,3.7414,155.0,236.0,211.6172
5.0,170.0,33.3945,0.063,663.4084,0.0471,3.5199,161.0,236.0,218.9219
5.0,205.0,99.9414,0.1065,1388.9626,0.0221,4.0489,152.0,236.0,186.0313
19.0,187.0,95.0781,0.0953,968.8416,0.023,3.9469,154.0,230.0,183.8008
14.0,173.0,78.4219,0.0946,896.3542,0.0219,3.9692,154.0,234.0,193.5469
10.0,184.0,84.5586,0.0981,1073.5375,0.0215,4.0272,151.0,237.0,193.4531
10.0,204.0,98.4141,0.095,983.5042,0.0216,3.9957,152.0,237.0,186.1641
11.0,197.0,97.0078,0.0932,955.4875,0.0233,3.9227,153.0,231.0,184.0898
9.0,171.0,87.6211,0.0924,840.9417,0.0238,3.8794,153.0,231.0,187.6367
15.0,159.0,75.3828,0.1005,1087.3751,0.0213,4.0304,157.0,232.0,198.543
12.0,174.0,70.9336,0.0953,957.6626,0.0219,3.9634,159.0,234.0,203.3008
5.0,173.0,48.1641,0.0721,630.2791,0.0291,3.7812,162.0,236.0,212.6133
5.0,136.0,20.0273,0.036,257.6458,0.093,2.9908,170.0,239.0,229.375
5.0,56.0,9.1563,0.0101,32.6667,0.2477,1.8889,212.0,237.0,234.7891
7.0,121.0,34.1797,0.0414,296.4417,0.1252,2.958,169.0,236.0,219.8555
26.0,194.0,115.9531,0.0806,697.8165,0.0261,3.8202,153.0,222.0,173.4766
8.0,152.0,41.9141,0.0559,383.0833,0.0389,3.5219,158.0,238.0,214.8828
8.0,131.0,39.1484,0.0658,519.0876,0.0315,3.6908,170.0,239.0,218.0234
4.0,199.0,61.0703,0.075,674.8499,0.0306,3.7775,155.0,240.0,204.8398
5.0,199.0,96.9922,0.076,714.3752,0.0296,3.745,155.0,240.0,186.7305
96.0,218.0,167.1484,0.0645,431.3209,0.0308,3.6145,153.0,177.0,157.3711
41.0,197.0,143.6289,0.0586,383.4459,0.0343,3.5625,153.0,217.0,161.1641
4.0,166.0,53.5469,0.0812,872.3251,0.0284,3.8521,156.0,239.0,208.1836
4.0,168.0,61.0234,0.0914,993.1415,0.0258,3.9558,155.0,239.0,203.9375
5.0,195.0,67.9102,0.128,1989.3917,0.0209,4.1868,132.0,238.0,202.3711
6.0,229.0,97.625,0.0719,613.7458,0.0301,3.7243,1.0,237.0,134.0742
55.0,190.0,113.5586,0.0589,387.3833,0.0358,3.5328,47.0,148.0,102.4922
24.0,182.0,108.0859,0.0566,379.5084,0.0353,3.5302,93.0,222.0,154.707
19.0,176.0,93.3633,0.0703,511.6166,0.0276,3.7177,155.0,227.0,185.0664
11.0,199.0,111.0195,0.0938,972.0583,0.0239,3.9395,152.0,234.0,178.4883
12.0,166.0,81.5664,0.0862,802.5792,0.0237,3.8782,153.0,229.0,188.4922
9.0,167.0,61.8086,0.0704,536.7501,0.0289,3.7088,155.0,231.0,200.7109
17.0,157.0,68.3047,0.056,342.5375,0.0335,3.544,157.0,227.0,196.1602
5.0,174.0,81.8438,0.061,410.7584,0.0314,3.6298,153.0,236.0,188.5625
6.0,167.0,50.168,0.0772,754.1251,0.0279,3.8231,157.0,237.0,210.418
7.0,177.0,81.7383,0.109,1259.3628,0.0214,4.0212,157.0,236.0,194.1172
10.0,157.0,71.6641,0.0954,959.3207,0.0227,3.9584,155.0,237.0,199.5195
6.0,135.0,56.3633,0.0805,749.2582,0.0265,3.855,165.0,241.0,208.1563
7.0,155.0,44.6367,0.0653,549.5833,0.0362,3.6145,161.0,240.0,215.7852
7.0,179.0,81.9336,0.0796,701.3708,0.025,3.8536,153.0,238.0,194.7969
7.0,176.0,81.75,0.0976,1012.6793,0.0217,3.999,153.0,238.0,193.0781
9.0,182.0,75.8359,0.1063,1156.5585,0.0199,4.0436,155.0,237.0,199.1133
11.0,183.0,80.6367,0.1057,1190.2375,0.0212,4.0224,155.0,234.0,197.3398
14.0,192.0,97.6016,0.0854,758.9916,0.0238,3.8802,155.0,233.0,186.6211
10.0,177.0,81.7539,0.0744,577.2333,0.0269,3.7812,154.0,236.0,193.4258
8.0,151.0,59.1992,0.0832,721.5791,0.0235,3.8948,158.0,234.0,205.9375
7.0,152.0,29.6172,0.0472,336.2209,0.0535,3.3347,166.0,236.0,222.5391
9.0,157.0,38.3633,0.0559,497.275,0.0497,3.4708,154.0,234.0,216.7461
7.0,91.0,25.6641,0.0403,266.9459,0.065,3.1878,192.0,237.0,225.2227
7.0,85.0,13.6797,0.018,85.6792,0.1923,2.2792,198.0,239.0,232.918
4.0,162.0,39.875,0.0592,519.0958,0.0416,3.5424,155.0,239.0,218.332
5.0,179.0,44.8711,0.0549,455.2959,0.0444,3.4642,155.0,240.0,213.4922
10.0,200.0,98.3945,0.1145,1335.8457,0.0177,4.1446,154.0,236.0,184.3867
6.0,169.0,61.4141,0.0703,636.0584,0.0303,3.7068,155.0,239.0,204.5977
9.0,149.0,52.8516,0.069,545.2167,0.0307,3.6996,160.0,236.0,207.9727
7.0,176.0,69.7461,0.0907,964.5916,0.0238,3.939,155.0,233.0,197.6406
4.0,181.0,51.957,0.1034,1252.1793,0.0219,4.0446,155.0,239.0,211.4727
5.0,169.0,39.3125,0.072,868.6791,0.0431,3.6115,77.0,237.0,203.2266
15.0,156.0,58.0195,0.0771,705.1,0.0256,3.871,49.0,215.0,154.1484
8.0,155.0,46.4492,0.0799,861.025,0.0295,3.772,107.0,227.0,189.1602
13.0,212.0,119.1836,0.1103,1218.421,0.0199,4.0848,134.0,228.0,169.3594
5.0,199.0,90.0664,0.105,1170.2292,0.0201,4.0665,151.0,235.0,187.7969
5.0,208.0,118.9336,0.0953,1033.9834,0.0233,3.9536,148.0,235.0,174.0664
10.0,194.0,85.7891,0.107,1210.7958,0.0202,4.0416,150.0,231.0,189.0039
9.0,203.0,110.4414,0.092,845.2166,0.0219,3.9473,154.0,235.0,179.0625
9.0,206.0,87.8633,0.0928,975.2958,0.0222,3.9753,153.0,233.0,190.0977
12.0,194.0,92.2617,0.0963,926.2626,0.0235,3.9297,154.0,232.0,186.7617
16.0,191.0,93.1797,0.0832,666.0958,0.0252,3.8207,155.0,230.0,184.8125
15.0,190.0,82.2031,0.0769,628.6542,0.0249,3.8413,157.0,231.0,192.8516
16.0,147.0,82.3711,0.0734,541.6792,0.0277,3.7327,161.0,231.0,191.6836
18.0,151.0,95.1094,0.0599,376.5375,0.034,3.5603,158.0,230.0,182.4023
8.0,166.0,82.6172,0.07,584.5459,0.0308,3.6982,157.0,238.0,192.1016
9.0,168.0,59.6367,0.0847,731.1208,0.0267,3.8296,157.0,237.0,207.6719
8.0,157.0,53.9492,0.0932,974.6835,0.0232,3.9754,158.0,237.0,210.4531
9.0,169.0,62.7578,0.0983,1106.2377,0.0228,3.9603,159.0,237.0,205.793
9.0,168.0,61.2461,0.0965,1016.0208,0.0231,3.9787,160.0,237.0,206.957
8.0,176.0,66.5781,0.0909,856.1791,0.0226,3.9287,154.0,238.0,204.1563
10.0,169.0,73.5078,0.09,813.9791,0.0235,3.9079,155.0,236.0,197.6133
11.0,164.0,76.7344,0.0906,850.8666,0.0228,3.9261,156.0,232.0,195.4453
12.0,172.0,66.0625,0.098,1007.3666,0.022,3.9745,157.0,236.0,202.6523
10.0,161.0,54.9258,0.0749,605.9542,0.0275,3.7693,157.0,234.0,207.8125
10.0,136.0,52.9727,0.0876,803.9916,0.0232,3.9174,161.0,234.0,210.5117
8.0,192.0,74.6133,0.0869,783.6541,0.0236,3.9067,157.0,236.0,198.8164
5.0,169.0,52.5195,0.0788,676.7958,0.0257,3.8378,159.0,239.0,209.7813
4.0,195.0,79.8555,0.103,1316.2625,0.0217,4.0632,155.0,239.0,196.1289
9.0,178.0,84.1758,0.0927,939.0333,0.0223,3.9821,150.0,232.0,190.4453
19.0,157.0,72.3438,0.0539,328.5458,0.0359,3.5149,132.0,224.0,179.5234
12.0,164.0,71.207,0.0667,490.4792,0.031,3.6417,153.0,228.0,190.582
4.0,110.0,25.8867,0.0375,217.5208,0.0594,3.1677,173.0,237.0,223.5117
5.0,159.0,33.4922,0.0589,547.9667,0.0469,3.5205,161.0,237.0,218.1133
5.0,203.0,73.3633,0.1002,1120.4918,0.0215,4.0562,121.0,237.0,196.4141
17.0,166.0,79.8828,0.0999,998.5709,0.0215,3.9892,119.0,228.0,174.6563
7.0,170.0,72.9219,0.1108,1265.1292,0.0201,4.0854,143.0,237.0,193.1367
4.0,160.0,41.6055,0.0551,539.5708,0.074,3.303,139.0,236.0,201.6289
4.0,26.0,6.0469,0.0042,6.125,0.3643,1.3269,219.0,239.0,233.8672
5.0,151.0,23.0742,0.0395,366.2625,0.098,2.949,156.0,236.0,222.9531
7.0,182.0,46.8984,0.0909,1026.0416,0.0242,3.9653,164.0,237.0,212.6016
7.0,199.0,60.8281,0.1095,1329.2,0.021,4.07,157.0,233.0,205.2422
6.0,189.0,55.3633,0.0949,1084.2374,0.0245,3.9608,157.0,238.0,211.6875
5.0,195.0,56.0664,0.0716,610.6334,0.0348,3.6841,157.0,240.0,211.9922
5.0,179.0,32.0039,0.0635,671.1791,0.0465,3.5064,158.0,240.0,225.4648
7.0,205.0,96.7656,0.0883,890.475,0.0241,3.919,155.0,239.0,189.6523
17.0,184.0,108.1953,0.0688,522.4084,0.03,3.6742,157.0,230.0,178.6992
7.0,135.0,46.2461,0.0674,506.3292,0.031,3.6778,172.0,242.0,216.9023
6.0,99.0,27.8125,0.0497,347.3833,0.0493,3.4062,195.0,245.0,229.6133
7.0,173.0,57.7227,0.0826,740.6124,0.0241,3.8884,165.0,246.0,212.5938
5.0,135.0,34.6055,0.0605,509.9125,0.0406,3.5574,168.0,245.0,224.7344
6.0,149.0,32.5234,0.0634,508.3959,0.0325,3.6579,164.0,240.0,223.9961
7.0,129.0,35.8242,0.0527,336.8209,0.0359,3.5174,174.0,238.0,221.6133
7.0,172.0,58.2617,0.0742,663.0291,0.0298,3.7484,157.0,238.0,210.1133
9.0,155.0,53.3086,0.0705,601.7209,0.0287,3.7518,156.0,237.0,210.8516
7.0,113.0,24.125,0.0381,204.9541,0.0573,3.1813,179.0,239.0,228.6289
9.0,163.0,68.0664,0.0718,609.1292,0.0288,3.7692,155.0,236.0,202.3242
9.0,160.0,53.2227,0.0671,520.775,0.0336,3.641,168.0,236.0,211.3633
3.0,192.0,48.5273,0.0766,834.225,0.0361,3.6983,158.0,242.0,216.1484
3.0,197.0,39.0938,0.0654,738.8542,0.0494,3.55,158.0,242.0,220.8906
3.0,99.0,9.7109,0.0177,155.2125,0.2399,2.0188,186.0,240.0,232.8398
5.0,194.0,60.3906,0.0647,714.4125,0.0563,3.432,110.0,238.0,193.1016
19.0,198.0,119.2266,0.0896,797.5833,0.023,3.9163,106.0,223.0,154.4883
14.0,188.0,94.4922,0.0796,683.9791,0.0261,3.8232,149.0,228.0,182.5742
13.0,204.0,77.5039,0.072,563.7542,0.0282,3.7413,154.0,231.0,193.2383
7.0,185.0,77.6406,0.0818,730.0624,0.0239,3.899,156.0,236.0,194.5938
5.0,197.0,49.6719,0.0797,846.6208,0.0328,3.7648,157.0,237.0,212.7734
11.0,205.0,101.9063,0.1196,1517.5291,0.0189,4.1189,119.0,233.0,174.2461
9.0,174.0,94.5391,0.0977,930.6917,0.0226,3.9147,124.0,236.0,178.8594
7.0,166.0,75.5547,0.0868,881.9709,0.0257,3.8929,154.0,237.0,197.1445
6.0,158.0,54.6758,0.0455,261.1667,0.0462,3.3528,135.0,237.0,200.1289
7.0,118.0,41.1797,0.0486,274.5833,0.0395,3.4183,135.0,233.0,199.1094
8.0,148.0,60.2891,0.0838,743.9418,0.0264,3.8347,113.0,234.0,197.9453
6.0,147.0,57.4727,0.078,646.0667,0.0261,3.8201,94.0,234.0,179.5977
5.0,125.0,31.7891,0.0647,506.9751,0.031,3.7064,166.0,239.0,219.3828
4.0,115.0,23.5625,0.0481,334.6917,0.046,3.3952,178.0,240.0,228.1953
4.0,89.0,9.9727,0.0184,100.0833,0.1507,2.3928,193.0,240.0,236.6875
5.0,181.0,27.1992,0.0422,274.2542,0.0514,3.2698,166.0,243.0,229.8906
24.0,191.0,106.293,0.0944,926.1833,0.0221,3.9808,159.0,232.0,189.082
10.0,172.0,72.832,0.0913,845.2084,0.0238,3.8982,169.0,242.0,206.75
8.0,155.0,64.8047,0.0831,734.7458,0.0237,3.8797,168.0,246.0,212.2422
7.0,149.0,31.9336,0.0555,397.1833,0.037,3.5461,174.0,246.0,231.543
5.0,97.0,18.0469,0.0297,145.2167,0.0749,2.9374,195.0,246.0,238.5859
6.0,97.0,21.6563,0.0361,214.9833,0.0709,3.0889,189.0,245.0,232.6836
7.0,107.0,24.6172,0.0404,277.175,0.0661,3.1474,184.0,239.0,228.0273
9.0,147.0,47.1484,0.0667,491.6958,0.0291,3.7068,170.0,237.0,215.8594
10.0,130.0,48.9297,0.0631,452.2875,0.0324,3.6019,168.0,237.0,213.5742
8.0,100.0,31.5313,0.0461,237.7875,0.0418,3.3771,182.0,238.0,223.4258
9.0,144.0,43.7813,0.0524,311.1583,0.0369,3.491,168.0,236.0,216.6719
8.0,135.0,35.7891,0.0435,248.7542,0.0477,3.3191,166.0,238.0,220.3789
3.0,108.0,21.1289,0.0368,212.8416,0.0615,3.1543,177.0,242.0,230.3398
3.0,161.0,20.4297,0.042,391.7667,0.0797,3.0768,167.0,242.0,230.7305
3.0,135.0,25.7148,0.0501,468.2125,0.0549,3.3593,190.0,240.0,228.4063
8.0,199.0,107.8203,0.1102,1258.2792,0.0193,4.0985,157.0,237.0,185.2891
6.0,199.0,74.3047,0.0856,861.6916,0.0239,3.8904,159.0,239.0,197.3828
11.0,201.0,83.6602,0.1004,1033.2999,0.0218,3.9614,155.0,236.0,193.1172
7.0,206.0,80.8594,0.1137,1413.9001,0.0207,4.0714,153.0,239.0,198.2578
33.0,198.0,110.8477,0.099,1001.7667,0.021,4.0203,155.0,221.0,177.875
18.0,183.0,90.6641,0.092,850.8126,0.0253,3.8893,155.0,231.0,187.6992
9.0,208.0,107.1836,0.1311,1811.196,0.0181,4.2016,105.0,235.0,172.7617
7.0,166.0,79.1953,0.0908,832.1459,0.0232,3.9338,129.0,236.0,184.6719
5.0,171.0,55.4023,0.0767,674.8625,0.0269,3.7863,162.0,239.0,211.4023
8.0,194.0,89.3789,0.0912,869.4418,0.0243,3.9166,161.0,237.0,194.5469
6.0,120.0,23.3164,0.0402,227.4375,0.0563,3.2069,191.0,238.0,227.3477
7.0,179.0,50.6641,0.0767,687.8125,0.026,3.8365,160.0,241.0,213.8125
7.0,140.0,45.8047,0.0689,522.4583,0.0291,3.7042,107.0,241.0,202.4219
5.0,108.0,41.4375,0.0476,309.8459,0.0496,3.3605,159.0,239.0,208.8672
4.0,67.0,9.3906,0.0111,41.6625,0.2902,1.8623,205.0,240.0,237.0977
5.0,79.0,16.1094,0.0254,96.9042,0.0814,2.8306,200.0,242.0,234.1055
5.0,105.0,20.9688,0.0398,229.7875,0.0575,3.1856,191.0,244.0,234.332
5.0,198.0,45.3047,0.091,1190.975,0.0364,3.7735,164.0,243.0,222.8984
9.0,151.0,47.8555,0.0857,826.0541,0.0238,3.9113,174.0,246.0,220.4492
7.0,142.0,52.8789,0.0869,792.8376,0.0244,3.8633,173.0,247.0,220.8047
7.0,135.0,47.7227,0.0653,483.2458,0.0317,3.6513,184.0,246.0,223.3633
8.0,127.0,48.5703,0.0594,390.9709,0.0324,3.5908,182.0,246.0,221.0469
7.0,128.0,37.2461,0.0532,328.7125,0.038,3.4762,183.0,245.0,226.4727
7.0,129.0,19.4648,0.0327,183.6667,0.08,2.9691,176.0,239.0,232.0781
7.0,120.0,37.2461,0.0545,400.5667,0.0418,3.528,179.0,239.0,221.7539
9.0,142.0,46.2734,0.0735,646.0417,0.0288,3.747,166.0,242.0,218.0313
11.0,144.0,57.0117,0.0663,477.6208,0.0294,3.6929,170.0,242.0,212.1836
10.0,130.0,42.8125,0.0586,402.3584,0.0339,3.5997,174.0,237.0,217.7031
12.0,122.0,47.6953,0.06,383.6125,0.033,3.5835,176.0,235.0,213.3672
3.0,155.0,50.4961,0.0648,492.1625,0.0314,3.6532,162.0,242.0,211.5273
3.0,185.0,65.4102,0.0886,923.5084,0.0247,3.8822,159.0,240.0,204.1914
3.0,153.0,19.3945,0.0287,238.55,0.1743,2.5138,173.0,242.0,232.1445
6.0,206.0,91.625,0.1186,1434.1835,0.0182,4.1457,158.0,240.0,193.4961
5.0,157.0,45.293,0.0906,1006.1542,0.025,3.9493,161.0,240.0,216.2422
5.0,151.0,46.3125,0.092,986.0541,0.0233,3.9459,165.0,240.0,215.5352
6.0,167.0,65.9844,0.0916,917.9167,0.0229,3.9592,159.0,240.0,204.5313
22.0,194.0,100.1641,0.106,1144.4333,0.02,4.0494,159.0,227.0,186.8672
16.0,195.0,95.4258,0.1085,1181.0459,0.0196,4.0853,157.0,231.0,190.1133
12.0,186.0,114.2969,0.0904,843.9,0.0223,3.9453,122.0,231.0,169.7031
20.0,171.0,92.9023,0.0926,903.6375,0.0231,3.943,142.0,227.0,179.1836
8.0,180.0,97.2383,0.1108,1161.3209,0.0196,4.0717,160.0,236.0,188.5898
12.0,187.0,70.8711,0.0997,1056.1833,0.0214,3.9997,168.0,235.0,206.0313
7.0,148.0,38.0195,0.0719,664.7792,0.0304,3.7144,176.0,239.0,221.918
7.0,134.0,34.6992,0.0738,694.3834,0.0314,3.7299,184.0,239.0,224.5898
6.0,139.0,33.9648,0.0713,631.9625,0.0302,3.7262,184.0,240.0,224.0313
5.0,108.0,29.1602,0.0322,176.3417,0.0855,2.9861,176.0,239.0,218.1758
5.0,124.0,21.9531,0.0341,194.2583,0.0704,3.0476,176.0,240.0,229.5078
6.0,103.0,31.9336,0.0571,401.5834,0.0377,3.5204,187.0,240.0,226.6953
